epoch,total,train,val
1,1000,1.6501125231825773,1.3357388531720196
2,1000,1.635371309037156,1.3230358123779298
3,1000,1.6209133971058562,1.3097194812915944
4,1000,1.6052786378966986,1.2957192173710577
5,1000,1.5890464603940069,1.2797401004367404
6,1000,1.5704041574373586,1.2619034943757235
7,1000,1.54919893930442,1.242433950636122
8,1000,1.5250383275296098,1.2202388834070277
9,1000,1.4994535983465946,1.196336265846535
10,1000,1.4702795617780038,1.1695522449634694
11,1000,1.4405605885066886,1.1414690653483073
12,1000,1.4063584384295842,1.1117722264042607
13,1000,1.3720191461568818,1.0817694063539858
14,1000,1.3385530678562303,1.0518403159247505
15,1000,1.3030968807885155,1.0233289082845052
16,1000,1.2712418133851011,0.9968499784116391
17,1000,1.241348083259955,0.9726013042308667
18,1000,1.2146618002739706,0.9529586721349645
19,1000,1.1918232904488923,0.9355856083057544
20,1000,1.1721433639944066,0.9216708430537471
21,1000,1.1571883882377363,0.9116797553168403
22,1000,1.1445776436692459,0.9049997612282082
23,1000,1.136158254879462,0.9006984145553024
24,1000,1.1298656251710892,0.8984089038990162
25,1000,1.1258823351613256,0.894604817143193
26,1000,1.121651268882537,0.8949985362865307
27,1000,1.119780865477179,0.8939038806491428
28,1000,1.1191233521265238,0.8938502276385272
29,1000,1.1179780565358328,0.894065609684697
30,1000,1.1176141285689192,0.8948173452306677
31,1000,1.1174671915205945,0.8948867939136647
32,1000,1.1185579417578382,0.8946330670957212
33,1000,1.1175358410342453,0.8951845027782299
34,1000,1.1178474656281936,0.8940953431306062
35,1000,1.1177916691854788,0.895159982751917
36,1000,1.1180020803012538,0.8951963989822953
37,1000,1.117220441786353,0.8953495096277307
38,1000,1.1181401314078583,0.8950267509177879
