epoch,total,train,val
1,1000,1.4840380542147238,1.0348875363667807
2,1000,1.1350501275113032,0.9440017294000697
3,1000,1.1190143015186442,0.9446778209121139
4,1000,1.1172736995158747,0.9451790774310077
5,1000,1.1178751321663534,0.9416102197435167
6,1000,1.1170154306712625,0.9422511100769043
7,1000,1.118163074282053,0.9421770519680447
8,1000,1.1182959205365126,0.9436231931050618
9,1000,1.1175664615331753,0.943555372732657
10,1000,1.1175546537098968,0.9431057647422508
11,1000,1.1178102608710034,0.9447566420943648
12,1000,1.1164627040665605,0.9451719319378888
13,1000,1.1170800275111321,0.9442648569742839
14,1000,1.117901524446926,0.9460475356490524
15,1000,1.1190381372642393,0.9464777275368019
