epoch,total,train,val
1,1000,1.5885895526133293,1.2091335437915944
2,1000,1.3687822075288343,0.9692402521769206
3,1000,1.144682293187459,0.8982776076705368
4,1000,1.119151703021206,0.89547790951199
5,1000,1.1179050727642073,0.8958115259806315
6,1000,1.116179232545487,0.8949566523234049
7,1000,1.1174677546889829,0.8940964734112775
8,1000,1.1183137084595591,0.8939951225563332
9,1000,1.1175767776730965,0.8922977376867224
10,1000,1.1171920409906746,0.8908357408311632
11,1000,1.1169770354188717,0.8913529360735858
12,1000,1.1171715031662894,0.8907094178376375
13,1000,1.1169368579880374,0.8897935302169234
14,1000,1.1175424422232005,0.8890399791576244
15,1000,1.11849336630411,0.8890704755429868
16,1000,1.1169264857094952,0.8901204568368417
17,1000,1.1174907162760512,0.8877049128214518
18,1000,1.118199884286718,0.8897517875388816
19,1000,1.1171146944462187,0.8892438464694553
20,1000,1.117628157877628,0.8891726387871637
21,1000,1.1172542604045004,0.887626979969166
22,1000,1.117156012471257,0.8891113846390336
23,1000,1.1185005057109552,0.8892904281616211
24,1000,1.1167485423206074,0.8886989028365524
25,1000,1.1184351247125703,0.8872838691428856
26,1000,1.117902010981641,0.8879873911539714
27,1000,1.118459248279984,0.8888823827107747
28,1000,1.1178077230488996,0.8879559340300384
29,1000,1.1178683242446985,0.890959753813567
30,1000,1.1176276588676637,0.8897600668447989
31,1000,1.1172784231798398,0.8897784692269785
32,1000,1.1179047234572324,0.8907541275024414
33,1000,1.1172070184183152,0.8905769277501989
34,1000,1.116396155741295,0.8909799929018374
35,1000,1.1177036224416472,0.8904148455019351
