epoch,total,train,val
1,80,1.1332946865216982,0.8956419535119224
2,80,0.9451614847078107,0.8569505984929425
3,80,0.8869824045130316,0.8203879849881761
4,80,0.8355431489391356,0.7630218748279192
5,80,0.8011305567791657,0.7519759831915575
6,80,0.7778599812380719,0.7225260320464494
7,80,0.7616119082717706,0.7036704048773067
8,80,0.7511755436413027,0.7245950852693231
9,80,0.7448219316215774,0.7287209754361322
10,80,0.7367010333780146,0.7111221498861495
11,80,0.7325683912357907,0.6928640504850557
12,80,0.7316259893720816,0.6862738450419985
13,80,0.7259315003643193,0.6794344907609263
14,80,0.7242648944087913,0.6855095203758942
15,80,0.7208586985268326,0.685703059339344
16,80,0.719667125578405,0.6822445441934245
17,80,0.7200018583279351,0.6847108409878004
18,80,0.7176596301995505,0.6735720076270539
19,80,0.7160985865978631,0.6798567837621603
20,80,0.7155208087627083,0.6835315875812538
21,80,0.7058933476686774,0.6730664720224148
22,80,0.7036087490170617,0.6744741418191956
23,80,0.6996575163458288,0.6700812973495986
24,80,0.6977377176345705,0.6688834710426077
25,80,0.6984744254529315,0.6698032099908838
26,80,0.6989683499213718,0.668751277262345
27,80,0.6992546102453978,0.6681251808725022
28,80,0.698582598659033,0.6685266914104836
29,80,0.6983721353936538,0.6694788530175747
30,80,0.697713461602915,0.6653603193505356
31,80,0.6987606922164695,0.666257254563755
32,80,0.6978418130632369,0.6634840029895444
33,80,0.6961490859671382,0.6652009118072413
34,80,0.6956555346423096,0.6664028674088143
35,80,0.6972645686198189,0.6691141908608929
36,80,0.6936354028089994,0.6705985425678255
37,80,0.6944576295216298,0.6659173442016321
